greenhouseDataId,ownedGreenhouse,airTemperature,humidity,ec,ph,ppm,volumeWaterTank,countWaterFlow,createdAt,updatedAt
591,1,34.50009180887289,75.44,2.18,5.62,530.33,123.85,22.0,2024-01-24 00:00:00,2024-01-24 00:00:00
592,1,33.310472162586585,46.92,2.27,6.13,613.17,102.35,71.0,2024-01-24 04:48:00,2024-01-24 04:48:00
593,1,29.453846693699596,77.91,2.22,6.84,617.38,124.79,91.0,2024-01-24 09:36:00,2024-01-24 09:36:00
594,1,28.13051941971136,52.57,1.57,5.84,471.38,89.27,41.0,2024-01-24 14:24:00,2024-01-24 14:24:00
595,1,33.31294071667495,87.76,1.4,6.09,461.56,113.23,43.0,2024-01-24 19:12:00,2024-01-24 19:12:00
596,1,30.94708800704608,47.52,1.62,5.69,772.87,138.57,90.0,2024-01-24 00:00:00,2024-01-24 00:00:00
597,1,29.125113233301857,60.4,2.03,6.9,366.04,197.09,89.0,2024-01-24 04:48:00,2024-01-24 04:48:00
598,1,34.27485943153738,83.4,2.43,6.33,680.68,126.69,74.0,2024-01-24 09:36:00,2024-01-24 09:36:00
599,1,30.21446985297009,89.72,1.31,5.91,326.4,82.66,84.0,2024-01-24 14:24:00,2024-01-24 14:24:00
600,1,30.866966900824735,41.69,2.32,6.26,703.44,183.28,38.0,2024-01-24 19:12:00,2024-01-24 19:12:00
601,1,32.001893545382956,53.49,1.82,6.05,429.86,105.74,38.0,2024-01-25 00:00:00,2024-01-25 00:00:00
602,1,32.67294740373018,85.45,1.8,6.78,371.18,108.01,82.0,2024-01-25 04:48:00,2024-01-25 04:48:00
603,1,30.97693763359639,80.61,2.08,6.86,441.81,101.75,95.0,2024-01-25 09:36:00,2024-01-25 09:36:00
604,1,30.596243017771144,89.93,1.66,5.6,365.68,79.14,90.0,2024-01-25 14:24:00,2024-01-25 14:24:00
605,1,33.25329043878173,45.99,1.92,6.69,646.19,77.2,76.0,2024-01-25 19:12:00,2024-01-25 19:12:00
606,1,31.955958537805646,41.92,1.87,6.42,642.54,117.33,79.0,2024-01-25 00:00:00,2024-01-25 00:00:00
607,1,29.150588134489816,80.51,2.44,5.97,727.29,78.46,62.0,2024-01-25 04:48:00,2024-01-25 04:48:00
608,1,29.4018072145852,79.99,1.92,6.61,525.22,127.09,33.0,2024-01-25 09:36:00,2024-01-25 09:36:00
609,1,28.36507058159573,86.28,1.37,6.1,655.94,68.48,88.0,2024-01-25 14:24:00,2024-01-25 14:24:00
610,1,29.56625018632541,58.48,2.15,6.81,600.09,101.23,76.0,2024-01-25 19:12:00,2024-01-25 19:12:00
611,1,30.991556294222036,69.66,1.63,6.27,702.89,143.95,45.0,2024-01-25 00:00:00,2024-01-25 00:00:00
612,1,32.621183237061885,76.81,1.28,6.92,794.86,189.97,18.0,2024-01-25 04:48:00,2024-01-25 04:48:00
613,1,33.29657354964783,50.87,1.26,5.91,313.16,90.34,59.0,2024-01-25 09:36:00,2024-01-25 09:36:00
614,1,29.662802620813085,83.67,1.9,6.89,309.91,52.18,82.0,2024-01-25 14:24:00,2024-01-25 14:24:00
615,1,33.53450143883181,84.62,1.35,6.09,590.04,158.04,35.0,2024-01-25 19:12:00,2024-01-25 19:12:00
616,1,29.376814581874896,51.91,2.24,6.89,336.96,107.37,89.0,2024-01-25 00:00:00,2024-01-25 00:00:00
617,1,29.769323813391626,50.24,1.47,6.89,422.1,104.27,86.0,2024-01-25 04:48:00,2024-01-25 04:48:00
618,1,33.843791220213014,37.47,2.31,6.05,469.06,170.85,44.0,2024-01-25 09:36:00,2024-01-25 09:36:00
619,1,28.64482890155857,88.23,1.77,5.79,490.15,196.29,79.0,2024-01-25 14:24:00,2024-01-25 14:24:00
620,1,34.725704357559536,65.02,1.35,5.66,363.43,54.73,88.0,2024-01-25 19:12:00,2024-01-25 19:12:00
621,1,31.384416941664544,38.1,1.54,6.74,589.09,173.74,46.0,2024-01-25 00:00:00,2024-01-25 00:00:00
622,1,33.32316162532983,71.77,1.94,6.22,582.25,105.08,65.0,2024-01-25 04:48:00,2024-01-25 04:48:00
623,1,28.243843307685488,71.15,1.82,5.59,633.89,111.02,27.0,2024-01-25 09:36:00,2024-01-25 09:36:00
624,1,28.358710163472935,57.39,2.41,5.57,466.98,170.74,73.0,2024-01-25 14:24:00,2024-01-25 14:24:00
625,1,33.54510477065283,84.59,1.5,5.76,672.38,156.52,26.0,2024-01-25 19:12:00,2024-01-25 19:12:00
626,1,30.610482483093005,89.31,1.69,6.57,456.35,94.76,42.0,2024-01-26 00:00:00,2024-01-26 00:00:00
627,1,33.87797240927257,30.19,2.12,5.64,403.55,198.02,80.0,2024-01-26 04:48:00,2024-01-26 04:48:00
628,1,34.751492529241894,32.96,1.47,6.82,626.08,69.59,92.0,2024-01-26 09:36:00,2024-01-26 09:36:00
629,1,34.14119316133749,33.37,1.82,5.94,598.99,197.01,46.0,2024-01-26 14:24:00,2024-01-26 14:24:00
630,1,30.342230312423702,46.04,1.67,6.82,319.49,89.4,33.0,2024-01-26 19:12:00,2024-01-26 19:12:00
631,1,34.004516768188715,83.35,1.7,5.59,693.54,110.08,69.0,2024-01-26 00:00:00,2024-01-26 00:00:00
632,1,32.4183387156786,76.16,2.39,6.5,423.28,106.06,59.0,2024-01-26 04:48:00,2024-01-26 04:48:00
633,1,32.68970596365001,32.29,1.49,6.2,379.73,63.22,18.0,2024-01-26 09:36:00,2024-01-26 09:36:00
634,1,31.841537436758973,72.82,2.28,6.05,303.67,174.31,22.0,2024-01-26 14:24:00,2024-01-26 14:24:00
635,1,29.922335833004123,56.93,2.23,6.59,321.46,155.57,32.0,2024-01-26 19:12:00,2024-01-26 19:12:00
636,1,30.995962839490673,70.7,1.63,5.82,584.64,118.06,83.0,2024-01-26 00:00:00,2024-01-26 00:00:00
637,1,31.7230179964967,48.85,1.75,6.86,780.21,80.08,67.0,2024-01-26 04:48:00,2024-01-26 04:48:00
638,1,30.219177749434785,63.83,1.2,5.8,503.82,69.2,89.0,2024-01-26 09:36:00,2024-01-26 09:36:00
639,1,31.73505865044653,72.93,2.27,6.83,514.75,161.64,55.0,2024-01-26 14:24:00,2024-01-26 14:24:00
640,1,31.095402132890328,44.47,1.25,6.05,684.03,57.62,29.0,2024-01-26 19:12:00,2024-01-26 19:12:00
641,1,30.246688678311187,33.97,1.81,6.6,612.91,82.22,15.0,2024-01-26 00:00:00,2024-01-26 00:00:00
642,1,33.528410314446376,85.16,1.72,6.18,526.23,153.02,16.0,2024-01-26 04:48:00,2024-01-26 04:48:00
643,1,28.149862151134435,73.46,1.82,5.95,487.72,167.91,11.0,2024-01-26 09:36:00,2024-01-26 09:36:00
644,1,30.496052333015484,53.53,2.33,5.73,418.47,109.45,10.0,2024-01-26 14:24:00,2024-01-26 14:24:00
645,1,29.54044307553561,59.38,1.73,6.51,722.76,136.21,41.0,2024-01-26 19:12:00,2024-01-26 19:12:00
646,1,28.342626291899126,49.79,2.33,6.11,533.44,175.3,82.0,2024-01-26 00:00:00,2024-01-26 00:00:00
647,1,33.208770347483515,86.19,1.53,5.92,723.68,63.6,80.0,2024-01-26 04:48:00,2024-01-26 04:48:00
648,1,33.736711537773225,72.49,2.15,6.43,512.32,67.6,70.0,2024-01-26 09:36:00,2024-01-26 09:36:00
649,1,29.29802432139054,87.97,2.17,5.6,673.9,82.96,41.0,2024-01-26 14:24:00,2024-01-26 14:24:00
650,1,29.427622963685543,87.46,1.99,6.92,326.81,76.75,53.0,2024-01-26 19:12:00,2024-01-26 19:12:00
651,1,32.697874247679785,84.65,1.37,6.96,454.4,63.29,66.0,2024-01-27 00:00:00,2024-01-27 00:00:00
652,1,29.476073645730857,35.26,1.8,5.74,616.43,120.05,70.0,2024-01-27 04:48:00,2024-01-27 04:48:00
653,1,30.294889149618726,37.93,2.37,6.84,775.46,87.33,27.0,2024-01-27 09:36:00,2024-01-27 09:36:00
654,1,30.985207446107683,49.29,1.8,5.7,454.13,156.85,61.0,2024-01-27 14:24:00,2024-01-27 14:24:00
655,1,29.870919012023823,52.33,1.92,6.7,670.12,83.6,96.0,2024-01-27 19:12:00,2024-01-27 19:12:00
656,1,28.129756049490208,51.27,1.6,5.99,421.49,127.16,69.0,2024-01-27 00:00:00,2024-01-27 00:00:00
657,1,32.7238473785967,88.12,2.15,6.57,623.03,115.08,69.0,2024-01-27 04:48:00,2024-01-27 04:48:00
658,1,33.12006421587175,71.05,2.18,6.0,769.65,153.73,95.0,2024-01-27 09:36:00,2024-01-27 09:36:00
659,1,28.499404622033676,88.28,1.4,6.1,754.4,79.55,99.0,2024-01-27 14:24:00,2024-01-27 14:24:00
660,1,31.408705731112494,48.92,1.97,6.51,651.02,196.2,100.0,2024-01-27 19:12:00,2024-01-27 19:12:00
661,1,34.87034915193563,58.06,2.16,5.57,698.11,96.18,43.0,2024-01-27 00:00:00,2024-01-27 00:00:00
662,1,30.62648732875461,50.55,1.75,6.32,783.45,54.3,76.0,2024-01-27 04:48:00,2024-01-27 04:48:00
663,1,33.891961027519194,43.14,1.65,5.6,381.34,57.96,45.0,2024-01-27 09:36:00,2024-01-27 09:36:00
664,1,34.61157841116045,35.41,1.22,6.05,535.0,189.43,71.0,2024-01-27 14:24:00,2024-01-27 14:24:00
665,1,31.502927245649534,53.12,2.02,6.24,515.93,94.44,21.0,2024-01-27 19:12:00,2024-01-27 19:12:00
666,1,33.39475314924355,79.21,1.41,5.53,462.01,96.86,42.0,2024-01-27 00:00:00,2024-01-27 00:00:00
667,1,29.450578660037063,32.0,1.25,6.02,484.69,162.57,86.0,2024-01-27 04:48:00,2024-01-27 04:48:00
668,1,28.40098876851916,59.43,1.42,5.8,556.21,98.08,94.0,2024-01-27 09:36:00,2024-01-27 09:36:00
669,1,32.51314163653291,82.9,2.16,6.6,602.28,143.36,25.0,2024-01-27 14:24:00,2024-01-27 14:24:00
670,1,31.12258795205555,60.69,1.41,6.42,714.6,90.99,45.0,2024-01-27 19:12:00,2024-01-27 19:12:00
671,1,31.16258050022036,62.73,1.42,6.89,632.9,117.11,88.0,2024-01-27 00:00:00,2024-01-27 00:00:00
672,1,28.532806175493473,72.65,2.07,6.12,666.85,197.33,17.0,2024-01-27 04:48:00,2024-01-27 04:48:00
673,1,30.736963429909565,69.02,1.78,6.11,461.28,108.63,21.0,2024-01-27 09:36:00,2024-01-27 09:36:00
674,1,30.81203952687832,31.5,2.5,6.59,500.23,158.47,54.0,2024-01-27 14:24:00,2024-01-27 14:24:00
675,1,34.70989265292215,33.19,1.38,5.59,306.27,102.0,50.0,2024-01-27 19:12:00,2024-01-27 19:12:00
676,1,30.051423748716722,46.07,1.46,6.9,670.04,155.52,80.0,2024-01-28 00:00:00,2024-01-28 00:00:00
677,1,31.721895765958784,41.5,1.78,6.14,311.58,68.7,10.0,2024-01-28 04:48:00,2024-01-28 04:48:00
678,1,28.100945425685477,46.78,2.09,7.0,579.38,146.39,98.0,2024-01-28 09:36:00,2024-01-28 09:36:00
679,1,31.50563974091218,60.95,1.38,6.59,421.35,84.85,48.0,2024-01-28 14:24:00,2024-01-28 14:24:00
680,1,34.08608045384753,84.66,1.74,6.18,727.2,190.78,96.0,2024-01-28 19:12:00,2024-01-28 19:12:00
681,1,32.24539878278591,81.77,2.32,6.37,363.59,113.41,19.0,2024-01-28 00:00:00,2024-01-28 00:00:00
682,1,34.444300409979405,32.39,2.2,5.54,712.94,145.01,57.0,2024-01-28 04:48:00,2024-01-28 04:48:00
683,1,29.526620730760165,71.57,2.5,5.63,459.7,186.51,97.0,2024-01-28 09:36:00,2024-01-28 09:36:00
684,1,29.504503386497763,58.09,2.19,5.92,607.86,195.53,25.0,2024-01-28 14:24:00,2024-01-28 14:24:00
685,1,30.359193814578205,68.37,1.53,6.61,752.58,130.31,74.0,2024-01-28 19:12:00,2024-01-28 19:12:00
686,1,34.582283577318165,89.71,2.32,6.56,698.43,182.86,69.0,2024-01-28 00:00:00,2024-01-28 00:00:00
687,1,32.27342450084156,74.47,2.32,6.47,301.79,87.31,37.0,2024-01-28 04:48:00,2024-01-28 04:48:00
688,1,31.87642911387051,54.46,1.41,6.99,460.34,132.45,15.0,2024-01-28 09:36:00,2024-01-28 09:36:00
689,1,32.173844631613385,60.43,1.43,5.92,769.54,166.0,14.0,2024-01-28 14:24:00,2024-01-28 14:24:00
690,1,31.14073826799985,61.44,1.88,6.71,486.83,152.56,16.0,2024-01-28 19:12:00,2024-01-28 19:12:00
691,1,30.95389370761167,31.72,1.56,5.61,443.52,124.6,63.0,2024-01-28 00:00:00,2024-01-28 00:00:00
692,1,33.002360684816146,48.85,1.5,5.86,326.46,182.12,77.0,2024-01-28 04:48:00,2024-01-28 04:48:00
693,1,31.452838262975867,51.46,1.33,5.56,499.95,77.94,92.0,2024-01-28 09:36:00,2024-01-28 09:36:00
694,1,28.09299924850519,76.02,1.6,5.89,670.47,64.09,20.0,2024-01-28 14:24:00,2024-01-28 14:24:00
695,1,33.569532891350455,57.38,2.4,6.78,344.14,99.96,100.0,2024-01-28 19:12:00,2024-01-28 19:12:00
696,1,30.984685429455098,62.99,2.17,6.33,381.05,97.54,26.0,2024-01-28 00:00:00,2024-01-28 00:00:00
697,1,30.550794030923743,52.15,1.28,6.16,426.75,111.96,76.0,2024-01-28 04:48:00,2024-01-28 04:48:00
698,1,29.764996669517622,57.91,1.87,6.14,767.84,61.39,72.0,2024-01-28 09:36:00,2024-01-28 09:36:00
699,1,34.80423003674465,77.45,2.12,6.09,348.93,183.33,66.0,2024-01-28 14:24:00,2024-01-28 14:24:00
700,1,29.72967903231882,62.61,1.21,6.2,488.81,157.16,10.0,2024-01-28 19:12:00,2024-01-28 19:12:00
701,1,30.435060120865568,78.52,2.03,6.53,479.5,90.395,54.15,2024-01-29 00:00:00,2024-01-29 00:00:00
702,1,32.69719959792113,68.02,2.19,6.4,440.0,99.13,54.95,2024-01-29 04:48:00,2024-01-29 04:48:00
703,1,34.95862202715022,69.58,1.35,6.09,428.1,95.165,50.75,2024-01-29 09:36:00,2024-01-29 09:36:00
704,1,28.082807005046217,81.52,1.95,6.09,479.6,94.255,53.75,2024-01-29 14:24:00,2024-01-29 14:24:00
705,1,31.387936123534125,86.56,1.64,5.9,448.2,91.165,52.2,2024-01-29 19:12:00,2024-01-29 19:12:00
706,1,31.231099631529105,62.52,1.73,6.16,434.5,93.93,52.65,2024-01-29 00:00:00,2024-01-29 00:00:00
707,1,32.78426221369474,50.22,1.68,5.75,428.1,90.16,52.4,2024-01-29 04:48:00,2024-01-29 04:48:00
708,1,34.08683927110226,72.4,1.53,6.74,421.1,93.265,51.65,2024-01-29 09:36:00,2024-01-29 09:36:00
709,1,34.966783870567745,52.6,1.92,5.55,411.7,95.68,53.6,2024-01-29 14:24:00,2024-01-29 14:24:00
710,1,32.5336188132965,57.36,1.3,6.87,499.8,91.65,50.5,2024-01-29 19:12:00,2024-01-29 19:12:00
711,1,31.66187617796032,84.0,1.26,6.03,498.8,93.645,50.3,2024-01-29 00:00:00,2024-01-29 00:00:00
712,1,30.14840111674076,57.64,1.53,6.45,470.5,95.72,51.65,2024-01-29 04:48:00,2024-01-29 04:48:00
713,1,33.417682675261666,56.68,1.23,5.84,479.7,91.73,50.15,2024-01-29 09:36:00,2024-01-29 09:36:00
714,1,34.92673014616218,75.7,2.01,5.91,446.3,99.85,54.05,2024-01-29 14:24:00,2024-01-29 14:24:00
715,1,28.32953027868555,63.56,1.56,5.72,468.4,91.17,51.8,2024-01-29 19:12:00,2024-01-29 19:12:00
716,1,28.38475605838242,75.3,1.86,6.4,420.9,95.015,53.3,2024-01-29 00:00:00,2024-01-29 00:00:00
717,1,28.348199554174688,85.16,1.82,6.73,462.8,90.795,53.1,2024-01-29 04:48:00,2024-01-29 04:48:00
718,1,33.760365008303665,68.16,1.81,6.16,421.8,99.095,53.05,2024-01-29 09:36:00,2024-01-29 09:36:00
719,1,34.329992022411545,68.12,1.21,6.75,479.4,94.22,50.05,2024-01-29 14:24:00,2024-01-29 14:24:00
720,1,28.42322197864766,80.24,2.46,6.81,475.7,92.295,56.3,2024-01-29 19:12:00,2024-01-29 19:12:00
721,1,32.64358123486695,51.08,2.04,5.82,413.8,92.815,54.2,2024-01-29 00:00:00,2024-01-29 00:00:00
722,1,30.5161855447971,58.900000000000006,2.2,5.58,445.3,95.625,55.0,2024-01-29 04:48:00,2024-01-29 04:48:00
723,1,31.121427659816277,59.900000000000006,2.48,6.96,415.9,95.67,56.4,2024-01-29 09:36:00,2024-01-29 09:36:00
724,1,34.259904458921724,53.72,1.84,6.89,419.4,99.24,53.2,2024-01-29 14:24:00,2024-01-29 14:24:00
725,1,30.448040116127913,60.14,1.7,5.81,435.3,97.44,52.5,2024-01-29 19:12:00,2024-01-29 19:12:00
726,1,34.62666565800234,65.12,1.4,6.26,429.1,91.355,51.0,2024-01-30 00:00:00,2024-01-30 00:00:00
727,1,33.89988804624219,88.12,1.61,6.28,495.7,98.92,52.05,2024-01-30 04:48:00,2024-01-30 04:48:00
728,1,32.689013688525264,87.26,2.32,6.21,445.1,99.55,55.6,2024-01-30 09:36:00,2024-01-30 09:36:00
729,1,31.685470039299332,56.02,2.3,6.03,427.0,93.315,55.5,2024-01-30 14:24:00,2024-01-30 14:24:00
730,1,31.376495118047664,78.52,2.26,6.5,436.8,91.68,55.3,2024-01-30 19:12:00,2024-01-30 19:12:00
731,1,29.21755392545956,81.92,1.77,6.47,420.1,96.685,52.85,2024-01-30 00:00:00,2024-01-30 00:00:00
732,1,31.505808584895156,53.78,1.82,5.98,442.1,95.335,53.1,2024-01-30 04:48:00,2024-01-30 04:48:00
733,1,28.60664912092827,89.72,2.39,6.12,401.1,94.92,55.95,2024-01-30 09:36:00,2024-01-30 09:36:00
734,1,30.31359402542403,79.38,1.64,6.09,499.7,96.085,52.2,2024-01-30 14:24:00,2024-01-30 14:24:00
735,1,31.374230783682698,82.9,2.28,5.84,440.3,90.28,55.4,2024-01-30 19:12:00,2024-01-30 19:12:00
736,1,30.823794156896412,70.2,2.1,6.97,431.5,94.615,54.5,2024-01-30 00:00:00,2024-01-30 00:00:00
737,1,30.364193153804436,69.8,1.89,6.26,441.4,99.885,53.45,2024-01-30 04:48:00,2024-01-30 04:48:00
738,1,30.562064651671903,88.86,1.32,6.63,478.3,98.555,50.6,2024-01-30 09:36:00,2024-01-30 09:36:00
739,1,32.221688878185525,88.88,1.89,6.64,417.2,97.485,53.45,2024-01-30 14:24:00,2024-01-30 14:24:00
740,1,28.510576290605314,52.04,2.11,6.47,437.4,93.465,54.55,2024-01-30 19:12:00,2024-01-30 19:12:00
741,1,31.358592840614996,59.1,1.81,5.69,425.5,90.15,53.05,2024-01-30 00:00:00,2024-01-30 00:00:00
742,1,31.620396640942936,61.54,1.53,6.58,498.5,93.85,51.65,2024-01-30 04:48:00,2024-01-30 04:48:00
743,1,31.742907691845478,87.44,1.54,6.13,414.9,90.66,51.7,2024-01-30 09:36:00,2024-01-30 09:36:00
744,1,33.6088229616298,57.900000000000006,1.69,5.62,473.0,95.87,52.45,2024-01-30 14:24:00,2024-01-30 14:24:00
745,1,28.436231229156405,59.08,1.75,6.02,415.3,91.71,52.75,2024-01-30 19:12:00,2024-01-30 19:12:00
746,1,29.68006176612106,71.04,1.51,5.73,457.9,93.165,51.55,2024-01-30 00:00:00,2024-01-30 00:00:00
747,1,29.151298935014406,61.1,1.34,5.64,480.4,92.795,50.7,2024-01-30 04:48:00,2024-01-30 04:48:00
748,1,29.158720321600423,89.32000000000001,1.77,5.59,416.2,94.285,52.85,2024-01-30 09:36:00,2024-01-30 09:36:00
749,1,29.383247520076264,60.56,1.39,6.29,434.5,99.385,50.95,2024-01-30 14:24:00,2024-01-30 14:24:00
750,1,28.892389256201685,71.88,2.2,6.81,466.6,90.32,55.0,2024-01-30 19:12:00,2024-01-30 19:12:00
751,1,30.45257549805251,74.36,2.39,5.75,447.3,96.8,55.95,2024-01-31 00:00:00,2024-01-31 00:00:00
752,1,30.944740878350608,80.72,2.31,6.67,427.8,95.82,55.55,2024-01-31 04:48:00,2024-01-31 04:48:00
753,1,29.83411892671011,55.760000000000005,1.82,6.25,406.6,90.665,53.1,2024-01-31 09:36:00,2024-01-31 09:36:00
754,1,29.07336164792328,82.04,1.47,5.98,457.3,94.56,51.35,2024-01-31 14:24:00,2024-01-31 14:24:00
755,1,33.4178229514788,87.86,2.28,6.27,433.3,99.79,55.4,2024-01-31 19:12:00,2024-01-31 19:12:00
756,1,34.68800369569478,66.02,2.12,6.27,423.7,99.55,54.6,2024-01-31 00:00:00,2024-01-31 00:00:00
757,1,30.662266623148973,51.56,1.53,6.0,416.7,90.285,51.65,2024-01-31 04:48:00,2024-01-31 04:48:00
758,1,33.36068310957489,89.34,1.43,5.71,457.8,97.525,51.15,2024-01-31 09:36:00,2024-01-31 09:36:00
759,1,30.214267341036763,62.8,1.76,6.19,434.7,95.6,52.8,2024-01-31 14:24:00,2024-01-31 14:24:00
760,1,30.892203526123364,67.0,2.33,6.71,495.2,99.595,55.65,2024-01-31 19:12:00,2024-01-31 19:12:00
761,1,28.024387256653128,74.62,2.48,5.5,496.9,93.325,56.4,2024-01-31 00:00:00,2024-01-31 00:00:00
762,1,33.27453027854195,81.38,2.4,6.32,486.7,97.115,56.0,2024-01-31 04:48:00,2024-01-31 04:48:00
763,1,33.246917168507096,60.54,1.29,6.75,409.4,93.23,50.45,2024-01-31 09:36:00,2024-01-31 09:36:00
764,1,29.105339757321204,55.82,1.4,6.17,466.0,91.565,51.0,2024-01-31 14:24:00,2024-01-31 14:24:00
765,1,33.31465831997218,52.28,2.29,5.87,461.0,91.905,55.45,2024-01-31 19:12:00,2024-01-31 19:12:00
766,1,29.58734610230677,60.5,2.17,5.93,422.5,92.445,54.85,2024-01-31 00:00:00,2024-01-31 00:00:00
767,1,32.652449987713425,76.34,1.9,5.88,499.7,97.625,53.5,2024-01-31 04:48:00,2024-01-31 04:48:00
768,1,34.00014926855381,57.760000000000005,2.31,5.81,482.6,93.26,55.55,2024-01-31 09:36:00,2024-01-31 09:36:00
769,1,33.63242814194251,69.4,1.56,6.08,427.8,92.915,51.8,2024-01-31 14:24:00,2024-01-31 14:24:00
770,1,31.72096303208135,65.44,2.24,5.6,469.8,97.565,55.2,2024-01-31 19:12:00,2024-01-31 19:12:00
771,1,33.038459254932334,55.46,2.04,6.06,482.4,96.88,54.2,2024-01-31 00:00:00,2024-01-31 00:00:00
772,1,34.78532100653109,61.18,1.96,5.75,405.8,96.615,53.8,2024-01-31 04:48:00,2024-01-31 04:48:00
773,1,31.001049642206375,67.5,1.94,5.9,454.2,97.02,53.7,2024-01-31 09:36:00,2024-01-31 09:36:00
774,1,29.315678200550813,52.54,1.58,5.79,407.9,97.19,51.9,2024-01-31 14:24:00,2024-01-31 14:24:00
775,1,28.777941364370598,59.24,1.96,5.88,429.5,97.885,53.8,2024-01-31 19:12:00,2024-01-31 19:12:00
776,1,28.024858124211974,51.92,1.56,6.29,430.9,97.21,51.8,2024-02-01 00:00:00,2024-02-01 00:00:00
777,1,30.641558377966632,83.84,1.63,5.83,430.7,94.885,52.15,2024-02-01 04:48:00,2024-02-01 04:48:00
778,1,32.60838114685318,57.08,1.56,5.7,494.0,95.015,51.8,2024-02-01 09:36:00,2024-02-01 09:36:00
779,1,32.09229820517473,51.58,1.47,5.6,438.3,93.67,51.35,2024-02-01 14:24:00,2024-02-01 14:24:00
780,1,31.297071325378383,75.62,1.73,6.63,491.3,97.92,52.65,2024-02-01 19:12:00,2024-02-01 19:12:00
781,1,31.74084853480534,51.1,2.26,5.56,488.7,98.62,55.3,2024-02-01 00:00:00,2024-02-01 00:00:00
782,1,28.747833601747086,62.72,2.35,6.5,489.6,96.91,55.75,2024-02-01 04:48:00,2024-02-01 04:48:00
783,1,31.38473722331276,76.54,1.89,6.0,488.9,94.88,53.45,2024-02-01 09:36:00,2024-02-01 09:36:00
784,1,34.482260184714676,85.52,1.34,6.76,497.9,94.21,50.7,2024-02-01 14:24:00,2024-02-01 14:24:00
785,1,32.3625288105815,82.64,2.04,6.26,420.2,91.135,54.2,2024-02-01 19:12:00,2024-02-01 19:12:00
786,1,31.62308144760085,58.3,2.03,6.72,417.8,95.87,54.15,2024-02-01 00:00:00,2024-02-01 00:00:00
787,1,33.13277846121905,53.760000000000005,1.48,5.64,493.6,91.7,51.4,2024-02-01 04:48:00,2024-02-01 04:48:00
788,1,28.144913727529907,74.14,1.71,6.34,478.3,91.505,52.55,2024-02-01 09:36:00,2024-02-01 09:36:00
789,1,28.886045894244134,69.06,2.19,6.89,402.7,97.19,54.95,2024-02-01 14:24:00,2024-02-01 14:24:00
790,1,33.33426302957657,55.760000000000005,1.44,7.0,454.6,95.8,51.2,2024-02-01 19:12:00,2024-02-01 19:12:00
791,1,33.418895482177106,71.7,1.93,5.85,489.7,92.36,53.65,2024-02-01 00:00:00,2024-02-01 00:00:00
792,1,31.271680513268198,67.8,2.3,6.0,487.4,98.915,55.5,2024-02-01 04:48:00,2024-02-01 04:48:00
793,1,29.53179602623862,57.92,1.84,6.62,427.3,96.865,53.2,2024-02-01 09:36:00,2024-02-01 09:36:00
794,1,31.46730424056505,58.68,2.01,6.0,447.5,92.805,54.05,2024-02-01 14:24:00,2024-02-01 14:24:00
795,1,28.74780467849743,55.34,1.32,6.48,436.3,99.74,50.6,2024-02-01 19:12:00,2024-02-01 19:12:00
796,1,33.388743301610155,61.96,1.58,6.91,480.4,98.245,51.9,2024-02-01 00:00:00,2024-02-01 00:00:00
797,1,33.68064173042337,82.7,2.35,6.46,407.4,90.775,55.75,2024-02-01 04:48:00,2024-02-01 04:48:00
798,1,31.107756776873316,58.38,2.16,5.73,405.7,93.615,54.8,2024-02-01 09:36:00,2024-02-01 09:36:00
799,1,34.4449017781655,72.66,1.76,6.86,464.4,97.555,52.8,2024-02-01 14:24:00,2024-02-01 14:24:00
800,1,32.30869010860356,85.2,2.13,6.91,485.4,92.85,54.65,2024-02-01 19:12:00,2024-02-01 19:12:00
801,1,34.28313370186456,74.6,1.32,6.2,453.6,92.485,50.6,2024-02-02 00:00:00,2024-02-02 00:00:00
802,1,33.19688012221145,77.14,2.42,6.45,489.2,93.265,56.1,2024-02-02 04:48:00,2024-02-02 04:48:00
803,1,33.883992216292825,83.3,1.53,6.23,493.7,95.42,51.65,2024-02-02 09:36:00,2024-02-02 09:36:00
804,1,33.97495174978235,53.42,1.65,5.95,428.5,97.94,52.25,2024-02-02 14:24:00,2024-02-02 14:24:00
805,1,30.370865689834645,80.28,2.01,6.75,474.2,97.295,54.05,2024-02-02 19:12:00,2024-02-02 19:12:00
806,1,29.832340897036833,64.9,2.34,6.15,413.9,95.68,55.7,2024-02-02 00:00:00,2024-02-02 00:00:00
807,1,32.276397790774325,78.66,1.27,6.3,447.7,94.37,50.35,2024-02-02 04:48:00,2024-02-02 04:48:00
808,1,31.548985706537486,65.82000000000001,1.38,6.94,425.6,93.735,50.9,2024-02-02 09:36:00,2024-02-02 09:36:00
809,1,32.22911403752357,60.3,2.11,7.0,401.1,93.56,54.55,2024-02-02 14:24:00,2024-02-02 14:24:00
810,1,31.895250683188344,68.66,1.23,5.9,495.0,92.36,50.15,2024-02-02 19:12:00,2024-02-02 19:12:00
811,1,31.931223991575102,58.7,1.49,6.8,498.3,95.38,51.45,2024-02-02 00:00:00,2024-02-02 00:00:00
812,1,29.13885578954589,88.88,1.84,6.08,490.2,97.82,53.2,2024-02-02 04:48:00,2024-02-02 04:48:00
813,1,34.20323295909138,62.56,1.43,6.88,488.5,96.09,51.15,2024-02-02 09:36:00,2024-02-02 09:36:00
814,1,28.154030692317303,71.16,1.98,6.51,465.3,99.795,53.9,2024-02-02 14:24:00,2024-02-02 14:24:00
